,Movie,Rating,Genre,Release Date,Runtime,Director,URL
697,Sing,71.0,"Animation, Comedy, Family, Music",12/30/2016 ,1h 48m,Christophe Lourdelet,https://www.themoviedb.org/movie/335797-sing
698,The Nun,58.0,"Horror, Mystery, Thriller",09/07/2018 ,1h 36m,Corin Hardy,https://www.themoviedb.org/movie/439079-the-nun
699,Tarzan,74.0,"Family, Adventure, Animation, Drama",06/18/1999 ,1h 28m,Chris Buck,https://www.themoviedb.org/movie/37135-tarzan
700,The Karate Kid,65.0,"Action, Adventure, Drama, Family",06/10/2010 ,2h 20m,Harald Zwart,https://www.themoviedb.org/movie/38575-the-karate-kid
701,The Shack,75.0,"Drama, Fantasy",03/03/2017 ,2h 12m,David Scott Thomson,https://www.themoviedb.org/movie/345938-the-shack
702,Blade Runner 2049,75.0,"Science Fiction, Drama",10/06/2017 ,2h 44m,Hajós Péter,https://www.themoviedb.org/movie/335984-blade-runner-2049
703,Old,65.0,"Thriller, Mystery, Horror",07/23/2021 ,1h 48m,M. Night Shyamalan,https://www.themoviedb.org/movie/631843-old
704,Bambi,70.0,"Animation, Drama, Family",08/21/1942 ,1h 10m,Graham Heid,https://www.themoviedb.org/movie/3170-bambi
705,Toy Story 4,75.0,"Family, Adventure, Animation, Comedy, Fantasy",06/21/2019 ,1h 40m,Josh Cooley,https://www.themoviedb.org/movie/301528-toy-story-4
706,Shaolin Soccer,71.0,"Action, Comedy",07/12/2001 ,1h 53m,Tony Ching Siu-Tung,https://www.themoviedb.org/movie/11770
707,National Lampoon's Christmas Vacation,72.0,Comedy,12/01/1989 ,1h 37m,Jeremiah S. Chechik,https://www.themoviedb.org/movie/5825-national-lampoon-s-christmas-vacation
708,Jurassic World,67.0,"Action, Adventure, Science Fiction, Thriller",06/11/2015 ,2h 4m,Zack Smith,https://www.themoviedb.org/movie/135397-jurassic-world
709,The Simpsons Movie,70.0,"Animation, Comedy, Family",07/27/2007 ,1h 27m,Matthew Schofield,https://www.themoviedb.org/movie/35-the-simpsons-movie
710,Along with the Gods: The Last 49 Days,83.0,"Drama, Fantasy, Action",08/01/2018 ,2h 21m,Kim Yong-hwa,https://www.themoviedb.org/movie/518068
711,Wish Dragon,80.0,"Animation, Family, Comedy, Fantasy",01/15/2021 ,1h 39m,Chris Appelhans,https://www.themoviedb.org/movie/550205-wish-dragon
712,The Devil Wears Prada,74.0,"Comedy, Drama, Romance",03/14/2008 ,1h 49m,David Frankel,https://www.themoviedb.org/movie/350-the-devil-wears-prada
713,Snoopy Presents: Lucy's School,74.0,"Family, Animation",08/12/2022 ,38m,Raymond S. Persi,https://www.themoviedb.org/movie/975490-snoopy-presents-lucy-s-school
714,Back to the Outback,78.0,"Animation, Family, Adventure, Comedy",12/03/2021 ,1h 32m,Claire Knight,https://www.themoviedb.org/movie/770254-back-to-the-outback
715,After Porn Ends 3,54.0,Documentary,12/30/2018 ,1h 26m,Brittany Andrews,https://www.themoviedb.org/movie/557635-after-porn-ends-3
716,The Matrix,82.0,"Action, Science Fiction",03/30/1999 ,2h 16m,Lana Wachowski,https://www.themoviedb.org/movie/603-the-matrix
717,Winnie the Pooh: Blood and Honey,0.0,"Horror, Thriller",02/15/2023 ,Null,Rhys Frake-Waterfield,https://www.themoviedb.org/movie/980078-winnie-the-pooh-blood-and-honey
718,Despicable Me,72.0,"Family, Animation, Comedy, Crime",08/06/2010 ,1h 35m,Chris Renaud,https://www.themoviedb.org/movie/20352-despicable-me
719,Knowing,61.0,"Action, Mystery, Science Fiction, Thriller",03/20/2009 ,2h 1m,Alex Proyas,https://www.themoviedb.org/movie/13811-knowing
720,Scooby-Doo,61.0,"Mystery, Adventure, Comedy",06/14/2002 ,1h 28m,Raja Gosnell,https://www.themoviedb.org/movie/9637-scooby-doo
721,The Dark Knight Rises,78.0,"Action, Crime, Drama, Thriller",07/20/2012 ,2h 45m,Matthew Reedy,https://www.themoviedb.org/movie/49026-the-dark-knight-rises
722,Making 1899,55.0,Documentary,11/17/2022 ,52m,Andrew Amondson,https://www.themoviedb.org/movie/1049702-making-1899
723,The Dark Knight,85.0,"Drama, Action, Crime, Thriller",07/18/2008 ,2h 32m,Nilo Otero,https://www.themoviedb.org/movie/155-the-dark-knight
724,Where the Crawdads Sing,77.0,"Drama, Mystery, Thriller",07/15/2022 ,2h 5m,Olivia Newman,https://www.themoviedb.org/movie/682507-where-the-crawdads-sing
725,Wrong Turn 2: Dead End,60.0,"Horror, Thriller",10/08/2007 ,1h 36m,Joe Lynch,https://www.themoviedb.org/movie/13186-wrong-turn-2-dead-end
726,Impossible Things,86.0,"Family, Drama",06/17/2021 ,1h 28m,Ernesto Contreras,https://www.themoviedb.org/movie/667257-cosas-imposibles
727,Pokémon the Movie: Secrets of the Jungle,70.0,"Animation, Adventure, Family, Science Fiction, Action, Fantasy",12/25/2020 ,1h 38m,Jun Owada,https://www.themoviedb.org/movie/662708
728,Friend Couples: Swapping,0.0,"Romance, Drama",02/14/2017 ,1h 14m,Lee Sang-woo,https://www.themoviedb.org/movie/482008
729,Female Urologists 3,40.0,"Drama, Romance",12/03/2020 ,1h 12m,Lee Sang-woo,https://www.themoviedb.org/movie/773804-3
730,Brazen,50.0,"Thriller, Mystery, Drama",01/13/2022 ,1h 34m,Monika Mitchell,https://www.themoviedb.org/movie/916740-brazen
731,Don't Breathe 2,73.0,"Thriller, Horror",09/17/2021 ,1h 38m,Rodo Sayagues,https://www.themoviedb.org/movie/482373-don-t-breathe-2
732,Jolt,67.0,"Action, Thriller",07/15/2021 ,1h 31m,Tanya Wexler,https://www.themoviedb.org/movie/617502-jolt
733,Child's Play,67.0,Horror,11/09/1988 ,1h 27m,Tom Holland,https://www.themoviedb.org/movie/10585-child-s-play
734,One Punch Man: Road to Hero,80.0,"Action, Animation",12/04/2015 ,30m,Shingo Natsume,https://www.themoviedb.org/movie/370455
735,Rise of the Teenage Mutant Ninja Turtles: The Movie,75.0,"Animation, Action, Comedy, Family, Science Fiction",08/05/2022 ,1h 26m,Andy Suriano,https://www.themoviedb.org/movie/765172-rise-of-the-teenage-mutant-ninja-turtles-the-movie
736,Journey 2: The Mysterious Island,61.0,"Adventure, Action, Science Fiction",02/10/2012 ,1h 34m,Brad Peyton,https://www.themoviedb.org/movie/72545-journey-2-the-mysterious-island
737,The Wizard of Oz,76.0,"Adventure, Fantasy, Family",08/25/1939 ,1h 42m,George Cukor,https://www.themoviedb.org/movie/630-the-wizard-of-oz
738,Beauty and the Beast,70.0,"Family, Fantasy, Romance",03/17/2017 ,2h 9m,Jack Scarisbrick,https://www.themoviedb.org/movie/321612-beauty-and-the-beast
739,Interceptor,62.0,"Action, Thriller, Adventure",05/26/2022 ,1h 38m,Matthew Reilly,https://www.themoviedb.org/movie/831946-interceptor
740,Looop Lapeta,63.0,"Action, Comedy, Crime",02/04/2022 ,2h 11m,Aakash Bhatia,https://www.themoviedb.org/movie/783461
741,One Piece: Adventure of Nebulandia,75.0,"Action, Animation, Adventure, Comedy, Fantasy",12/20/2015 ,1h 46m,Konosuke Uda,https://www.themoviedb.org/movie/373879-one-piece
742,Kung Fu Panda,72.0,"Action, Adventure, Animation, Family, Comedy",06/06/2008 ,1h 30m,John Stevenson,https://www.themoviedb.org/movie/9502-kung-fu-panda
743,Thor: The Dark World,66.0,"Action, Adventure, Fantasy",11/15/2013 ,1h 52m,Alan Taylor,https://www.themoviedb.org/movie/76338-thor-the-dark-world
744,Furious 7,72.0,"Action, Thriller, Crime, Adventure",04/03/2015 ,2h 17m,James Wan,https://www.themoviedb.org/movie/168259-furious-7
745,Aladdin,76.0,"Animation, Family, Adventure, Fantasy, Romance",11/25/1992 ,1h 30m,John Musker,https://www.themoviedb.org/movie/812-aladdin
746,The Parent Trap,71.0,"Comedy, Family",07/29/1998 ,2h 8m,Nancy Meyers,https://www.themoviedb.org/movie/9820-the-parent-trap
747,Willow,70.0,"Action, Adventure, Fantasy",05/20/1988 ,2h 6m,Ron Howard,https://www.themoviedb.org/movie/847-willow
748,"Yes, No, or Maybe Half?",72.0,"Animation, Drama, Romance",12/11/2020 ,53m,Masahiro Takata,https://www.themoviedb.org/movie/719088
749,Shazam! Fury of the Gods,0.0,"Comedy, Action, Fantasy",03/17/2023 ,2h 10m,David F. Sandberg,https://www.themoviedb.org/movie/594767-shazam-fury-of-the-gods
750,2012,58.0,"Action, Adventure, Science Fiction",10/10/2009 ,2h 38m,Roland Emmerich,https://www.themoviedb.org/movie/14161-2012
751,Wreck-It Ralph,73.0,"Family, Animation, Comedy, Adventure",11/02/2012 ,1h 41m,Rich Moore,https://www.themoviedb.org/movie/82690-wreck-it-ralph
752,"Paul, Apostle of Christ",75.0,"Drama, History",03/28/2018 ,1h 48m,Andrew Hyatt,https://www.themoviedb.org/movie/476968-paul-apostle-of-christ
753,John Wick,74.0,"Action, Thriller",10/24/2014 ,1h 41m,David Leitch,https://www.themoviedb.org/movie/245891-john-wick
754,Pulp Fiction,85.0,"Thriller, Crime",10/14/1994 ,2h 34m,Quentin Tarantino,https://www.themoviedb.org/movie/680-pulp-fiction
755,A Silent Voice: The Movie,84.0,"Animation, Drama",09/17/2016 ,2h 10m,Naoko Yamada,https://www.themoviedb.org/movie/378064
756,A Day to Die,61.0,"Action, Thriller, Crime",06/23/2022 ,1h 41m,Wes Miller,https://www.themoviedb.org/movie/864116-a-day-to-die
757,The Commando,58.0,"Action, Crime, Thriller",06/30/2022 ,1h 33m,Asif Akbar,https://www.themoviedb.org/movie/753232-the-commando
758,A Delicious Flight,41.0,Romance,11/01/2015 ,1h 37m,Choi Sang-hoon,https://www.themoviedb.org/movie/390845
759,Pearl,72.0,Horror,09/16/2022 ,1h 42m,Ti West,https://www.themoviedb.org/movie/949423-pearl
760,X-Men: Apocalypse,65.0,"Action, Adventure, Science Fiction, Fantasy",05/27/2016 ,2h 24m,Bryan Singer,https://www.themoviedb.org/movie/246655-x-men-apocalypse
761,Dragon Ball Z: Battle of Gods,68.0,"Animation, Action, Science Fiction",03/30/2013 ,1h 25m,Yasunori Goto,https://www.themoviedb.org/movie/126963-z
762,Fate/Grand Order: The Movie – Divine Realm of the Round Table: Camelot – Paladin; Agateram,64.0,"Animation, Action, Adventure, History, Drama, Fantasy",05/15/2021 ,1h 36m,Hakuyu Go,https://www.themoviedb.org/movie/637462-fate-grand-order-paladin-agateram
763,Abraham Lincoln: Vampire Hunter,57.0,"Action, Fantasy, Horror",06/22/2012 ,1h 34m,Timur Bekmambetov,https://www.themoviedb.org/movie/72331-abraham-lincoln-vampire-hunter
764,Infinite,67.0,"Science Fiction, Action, Thriller",09/09/2021 ,1h 46m,Antoine Fuqua,https://www.themoviedb.org/movie/581726-infinite
765,Home Sweet Home Alone,50.0,"Family, Comedy, Action",11/12/2021 ,1h 33m,Dan Mazer,https://www.themoviedb.org/movie/654974-home-sweet-home-alone
766,The Jungle Book,73.0,"Family, Animation, Adventure",10/18/1967 ,1h 18m,Wolfgang Reitherman,https://www.themoviedb.org/movie/9325-the-jungle-book
767,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",74.0,"Action, Animation, Adventure, Comedy, Fantasy",11/24/2017 ,1h 45m,Aya Komaki,https://www.themoviedb.org/movie/290271-one-piece-3d2y
768,Prometheus,65.0,"Science Fiction, Adventure, Mystery",06/08/2012 ,2h 4m,Ridley Scott,https://www.themoviedb.org/movie/70981-prometheus
769,No Limit,62.0,Drama,09/09/2022 ,1h 59m,David M. Rosenthal,https://www.themoviedb.org/movie/911129-sous-emprise
770,Bad Boys for Life,72.0,"Thriller, Action, Crime",01/17/2020 ,2h 4m,Alexis Eelman,https://www.themoviedb.org/movie/38700-bad-boys-for-life
771,Dragon Ball Z: The Tree of Might,65.0,"Action, Animation, Science Fiction",06/07/1990 ,1h 1m,Daisuke Nishio,https://www.themoviedb.org/movie/39101-z
772,Kong: Skull Island,65.0,"Action, Adventure, Fantasy",03/10/2017 ,1h 58m,Jordan Vogt-Roberts,https://www.themoviedb.org/movie/293167-kong-skull-island
773,Marmaduke,55.0,"Animation, Family, Comedy",04/28/2022 ,1h 28m,Matt Philip Whelan,https://www.themoviedb.org/movie/678287-marmaduke
774,One Shot,68.0,Action,01/21/2022 ,1h 37m,James Nunn,https://www.themoviedb.org/movie/811592-one-shot
775,The Good Dinosaur,67.0,"Adventure, Animation, Family",11/27/2015 ,1h 33m,Peter Sohn,https://www.themoviedb.org/movie/105864-the-good-dinosaur
776,The Croods,69.0,"Animation, Adventure, Family, Fantasy, Comedy, Action",03/22/2013 ,1h 38m,Chris Sanders,https://www.themoviedb.org/movie/49519-the-croods
777,Parasite,85.0,"Comedy, Thriller, Drama",01/31/2020 ,2h 13m,Kim Seong-sik,https://www.themoviedb.org/movie/496243
778,Pokémon Detective Pikachu,70.0,"Action, Adventure, Fantasy",05/10/2019 ,1h 45m,Rob Letterman,https://www.themoviedb.org/movie/447404-pokemon-detective-pikachu
779,AINBO: Spirit of the Amazon,70.0,"Adventure, Animation, Family, Fantasy",11/08/2022 ,1h 24m,Richard Claus,https://www.themoviedb.org/movie/588921-ainbo-spirit-of-the-amazon
780,Larva Pendant,72.0,"Comedy, Family, Animation",05/25/2022 ,33m,Young-cheol Joe,https://www.themoviedb.org/movie/973608-larva-pendant
781,Blended,68.0,Comedy,05/29/2014 ,1h 57m,Frank Coraci,https://www.themoviedb.org/movie/232672-blended
782,The Christmas Chronicles: Part Two,65.0,"Family, Fantasy, Adventure, Comedy",11/18/2020 ,1h 52m,Chris Columbus,https://www.themoviedb.org/movie/654028-the-christmas-chronicles-part-two
783,Rampage,64.0,"Action, Adventure, Science Fiction",04/13/2018 ,1h 47m,Bennett Gammon,https://www.themoviedb.org/movie/427641-rampage
784,Six Swedish Girls in a Boarding School,53.0,Comedy,09/28/1979 ,1h 31m,Erwin C. Dietrich,https://www.themoviedb.org/movie/244784-sechs-schwedinnen-im-pensionat
785,Restless,61.0,"Action, Thriller, Crime",02/25/2022 ,1h 35m,Régis Blondeau,https://www.themoviedb.org/movie/928381-sans-repit
786,Maze Runner: The Scorch Trials,67.0,"Science Fiction, Action, Thriller, Adventure",09/18/2015 ,2h 11m,Wes Ball,https://www.themoviedb.org/movie/294254-maze-runner-the-scorch-trials
787,Penguins of Madagascar,65.0,"Family, Animation, Adventure, Comedy",11/26/2014 ,1h 32m,Eric Darnell,https://www.themoviedb.org/movie/270946-penguins-of-madagascar
788,Grown Ups,63.0,Comedy,06/24/2010 ,1h 42m,Dennis Dugan,https://www.themoviedb.org/movie/38365-grown-ups
789,Monster Pets: A Hotel Transylvania Short,75.0,"Animation, Comedy, Fantasy",04/09/2021 ,6m,Derek Drymon,https://www.themoviedb.org/movie/813258-monster-pets-a-hotel-transylvania-short
790,Road to Ninja: Naruto the Movie,76.0,"Animation, Fantasy, Action",07/28/2012 ,1h 49m,Junichi Takaoka,https://www.themoviedb.org/movie/118406-road-to-ninja-naruto-the-movie
791,Brave,70.0,"Animation, Adventure, Comedy, Family, Action, Fantasy",06/22/2012 ,1h 33m,Steve Purcell,https://www.themoviedb.org/movie/62177-brave
792,Army of Thieves,69.0,"Crime, Comedy",10/29/2021 ,2h 7m,Matthias Schweighöfer,https://www.themoviedb.org/movie/796499-army-of-thieves
793,Legend,70.0,"Crime, Thriller",11/20/2015 ,2h 12m,Brian Helgeland,https://www.themoviedb.org/movie/276907-legend
794,The Last Duel,75.0,"Action, Drama, History",10/22/2021 ,2h 33m,Ridley Scott,https://www.themoviedb.org/movie/617653-the-last-duel
795,Beneath the Surface,69.0,"Fantasy, Horror, Thriller, Mystery",04/01/2022 ,1h 33m,Rebecca Matthews,https://www.themoviedb.org/movie/896448-beneath-the-surface
796,Christmas ...Again?!,68.0,"Family, Comedy, Fantasy, TV Movie",12/03/2021 ,1h 34m,Andy Fickman,https://www.themoviedb.org/movie/762879-christmas-again
797,Down,67.0,"Horror, Science Fiction, Drama",02/01/2019 ,1h 22m,Daniel Stamm,https://www.themoviedb.org/movie/571055-down
798,Dragon Ball Z: Broly – Second Coming,67.0,"Animation, Action, Science Fiction",03/12/1994 ,48m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/44251
799,The 355,62.0,"Action, Thriller",01/07/2022 ,2h 2m,Simon Kinberg,https://www.themoviedb.org/movie/522016-the-355
800,Cherry Magic! THE MOVIE,65.0,"Comedy, Romance",04/08/2022 ,1h 44m,Hiroki Kazama,https://www.themoviedb.org/movie/926916-the-movie-30
801,Jurassic World: Fallen Kingdom,66.0,"Action, Adventure, Science Fiction, Thriller",06/08/2018 ,2h 9m,J. A. Bayona,https://www.themoviedb.org/movie/351286-jurassic-world-fallen-kingdom
802,The Lion King 1½,66.0,"Family, Animation, Comedy, Action",02/09/2004 ,1h 17m,Bradley Raymond,https://www.themoviedb.org/movie/11430-the-lion-king-1
803,Ava,62.0,Drama,06/21/2017 ,1h 46m,Elodie Roy,https://www.themoviedb.org/movie/453354-ava
804,Hora de Brilhar,0.0,Comedy,07/29/2022 ,Null,Maurício Eça,https://www.themoviedb.org/movie/993736-hora-de-brilhar
805,Three Thousand Years of Longing,70.0,"Fantasy, Drama, Romance",09/01/2022 ,1h 48m,Guy Norris,https://www.themoviedb.org/movie/556694-three-thousand-years-of-longing
806,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,68.0,"Animation, Action, Adventure",12/20/2003 ,40m,Hayato Date,https://www.themoviedb.org/movie/410685-naruto-takigakure-no-shito-ore-ga-eiyu-dattebayo
807,Ready Player One,76.0,"Science Fiction, Adventure, Action",03/30/2018 ,2h 20m,Steven Spielberg,https://www.themoviedb.org/movie/333339-ready-player-one
808,It,72.0,"Horror, Fantasy",09/08/2017 ,2h 15m,Adam Richard Benish,https://www.themoviedb.org/movie/346364-it
809,Reclaim,20.0,,07/29/2022 ,Null,Adam Richard Benish,https://www.themoviedb.org/movie/1009921-reclaim
810,Mean Girls,72.0,Comedy,04/30/2004 ,1h 37m,Mark Waters,https://www.themoviedb.org/movie/10625-mean-girls
811,A Bug's Life,70.0,"Adventure, Animation, Comedy, Family",11/25/1998 ,1h 35m,Andrew Stanton,https://www.themoviedb.org/movie/9487-a-bug-s-life
812,Dragon Ball Z: Super Android 13!,67.0,"Action, Animation, Science Fiction",07/11/1992 ,46m,Daisuke Nishio,https://www.themoviedb.org/movie/39104
813,Suicide Squad,59.0,"Action, Adventure, Fantasy",08/05/2016 ,2h 3m,Janine Fung,https://www.themoviedb.org/movie/297761-suicide-squad
814,Aladdin,71.0,"Adventure, Fantasy, Romance, Family",05/24/2019 ,2h 7m,Guy Ritchie,https://www.themoviedb.org/movie/420817-aladdin
815,Silverton Siege,65.0,"Action, Crime, Drama",04/27/2022 ,1h 40m,"Mandlakayise Walter Dube, Jr.",https://www.themoviedb.org/movie/951470-silverton-siege
816,Cinderella II: Dreams Come True,61.0,"Family, Animation, Romance, Fantasy",02/23/2002 ,1h 14m,John Kafka,https://www.themoviedb.org/movie/14128-cinderella-ii-dreams-come-true
817,Scary Movie 2,58.0,Comedy,07/04/2001 ,1h 23m,Eric Wall,https://www.themoviedb.org/movie/4248-scary-movie-2
818,Dragon Ball Z: The Return of Cooler,66.0,"Action, Animation, Science Fiction",03/07/1992 ,46m,Daisuke Nishio,https://www.themoviedb.org/movie/39103-z-100
819,Rise of the Planet of the Apes,73.0,"Thriller, Action, Drama, Science Fiction",08/04/2011 ,1h 45m,Rupert Wyatt,https://www.themoviedb.org/movie/61791-rise-of-the-planet-of-the-apes
820,Kingsman: The Secret Service,76.0,"Crime, Comedy, Action, Adventure",02/27/2015 ,2h 9m,Matthew Vaughn,https://www.themoviedb.org/movie/207703-kingsman-the-secret-service
821,The Boy in the Striped Pyjamas,79.0,"War, Drama, History",11/07/2008 ,1h 34m,Mark Herman,https://www.themoviedb.org/movie/14574-the-boy-in-the-striped-pyjamas
822,Fifty Shades Darker,65.0,"Drama, Romance",02/10/2017 ,1h 58m,James Foley,https://www.themoviedb.org/movie/341174-fifty-shades-darker
823,Hercules,75.0,"Animation, Family, Fantasy, Adventure, Comedy, Romance",06/27/1997 ,1h 33m,John Musker,https://www.themoviedb.org/movie/11970-hercules
824,Superfast!,50.0,"Comedy, Action",04/02/2015 ,1h 39m,Aaron Seltzer,https://www.themoviedb.org/movie/325358-superfast
825,Porno,44.0,Drama,01/01/1981 ,1h 23m,David Cardoso,https://www.themoviedb.org/movie/197158-porno
826,Tom Clancy's Without Remorse,71.0,"Action, Thriller",04/29/2021 ,1h 49m,Stefano Sollima,https://www.themoviedb.org/movie/567189-tom-clancy-s-without-remorse
827,The Hunger Games: Mockingjay - Part 2,69.0,"Action, Adventure, Science Fiction",11/20/2015 ,2h 17m,Francis Lawrence,https://www.themoviedb.org/movie/131634-the-hunger-games-mockingjay-part-2
828,Predator,75.0,"Science Fiction, Action, Adventure, Thriller",06/12/1987 ,1h 47m,John McTiernan,https://www.themoviedb.org/movie/106-predator
829,American Psycho,74.0,"Thriller, Drama, Crime",04/14/2000 ,1h 42m,Mary Harron,https://www.themoviedb.org/movie/1359-american-psycho
830,Spirit: Stallion of the Cimarron,77.0,"Western, Animation, Adventure, Comedy, Family, Drama",05/24/2002 ,1h 23m,Kelly Asbury,https://www.themoviedb.org/movie/9023-spirit-stallion-of-the-cimarron
831,White Chicks,69.0,"Comedy, Crime",06/23/2004 ,1h 49m,Keenen Ivory Wayans,https://www.themoviedb.org/movie/12153-white-chicks
832,"Roundabout, The Shortest Distance Is Round",29.0,Drama,07/05/2019 ,1h 10m,Daisuke Yamanouchi,https://www.themoviedb.org/movie/617132
833,Redeeming Love,79.0,"Romance, Drama, History",01/21/2022 ,2h 14m,D. J. Caruso,https://www.themoviedb.org/movie/698508-redeeming-love
834,Naruto Shippuden the Movie: Bonds,72.0,"Fantasy, Animation, Action",08/02/2008 ,1h 30m,Hajime Kamegaki,https://www.themoviedb.org/movie/17581-naruto
835,Ice Age: Dawn of the Dinosaurs,67.0,"Animation, Comedy, Family, Adventure",07/03/2009 ,1h 34m,Mike Thurmeier,https://www.themoviedb.org/movie/8355-ice-age-dawn-of-the-dinosaurs
836,The Equalizer 2,67.0,"Action, Thriller, Crime",07/20/2018 ,2h 1m,Antoine Fuqua,https://www.themoviedb.org/movie/345887-the-equalizer-2
837,Honor Society,79.0,Comedy,07/29/2022 ,1h 37m,Oran Zegman,https://www.themoviedb.org/movie/929170-honor-society
838,Titanic 666,62.0,"Thriller, Horror",04/15/2022 ,1h 31m,Nick Lyon,https://www.themoviedb.org/movie/945657-titanic-666
839,Pacific Rim,69.0,"Action, Science Fiction, Adventure",07/12/2013 ,2h 11m,Guillermo del Toro,https://www.themoviedb.org/movie/68726-pacific-rim
840,A Stasi Comedy,61.0,Comedy,05/19/2022 ,1h 55m,Leander Haußmann,https://www.themoviedb.org/movie/943000-leander-haussmanns-stasikomodie
841,Godzilla: King of the Monsters,67.0,"Science Fiction, Action",05/30/2019 ,2h 12m,Michael Dougherty,https://www.themoviedb.org/movie/373571-godzilla-king-of-the-monsters
842,A Boy Called Christmas,74.0,"Family, Adventure, Fantasy",11/24/2021 ,1h 44m,Gil Kenan,https://www.themoviedb.org/movie/615666-a-boy-called-christmas
843,The Night Clerk,62.0,"Thriller, Crime, Drama",02/21/2020 ,1h 30m,Michael Cristofer,https://www.themoviedb.org/movie/526007-the-night-clerk
844,Beasts of No Nation,76.0,"Drama, War",10/16/2015 ,2h 17m,Cary Joji Fukunaga,https://www.themoviedb.org/movie/283587-beasts-of-no-nation
845,Just Go with It,67.0,"Comedy, Romance",02/11/2011 ,1h 57m,Dennis Dugan,https://www.themoviedb.org/movie/50546-just-go-with-it
846,Fistful of Vengeance,56.0,"Action, Fantasy",02/17/2022 ,1h 37m,Roel Reiné,https://www.themoviedb.org/movie/890656-fistful-of-vengeance
847,Aunt's Temptation 3,58.0,Romance,05/22/2020 ,1h 11m,Won Myeong-jun,https://www.themoviedb.org/movie/710692-3
848,King Tweety,70.0,"Animation, Comedy, Family",06/14/2022 ,1h 21m,Careen Ingle,https://www.themoviedb.org/movie/952217-king-tweety
849,The Hills Have Eyes 2,55.0,"Horror, Thriller",03/22/2007 ,1h 29m,Martin Weisz,https://www.themoviedb.org/movie/9793-the-hills-have-eyes-2
850,Maze Runner: The Death Cure,71.0,"Science Fiction, Action, Adventure, Thriller",02/09/2018 ,2h 23m,Kim Robinson,https://www.themoviedb.org/movie/336843-maze-runner-the-death-cure
851,Rio,67.0,"Animation, Adventure, Comedy, Family",04/08/2011 ,1h 36m,Carlos Saldanha,https://www.themoviedb.org/movie/46195-rio
852,Fantastic Beasts and Where to Find Them,73.0,"Action, Adventure, Fantasy",11/18/2016 ,2h 12m,David Yates,https://www.themoviedb.org/movie/259316-fantastic-beasts-and-where-to-find-them
853,Amina,65.0,"War, History, Drama",11/04/2021 ,2h,Chuks Okoro,https://www.themoviedb.org/movie/885110-amina
854,The Intouchables,83.0,"Drama, Comedy",07/13/2012 ,1h 53m,Olivier Nakache,https://www.themoviedb.org/movie/77338-intouchables
855,Valley of the Dead,62.0,"Comedy, Horror, War",07/11/2022 ,1h 41m,Alberto de Toro,https://www.themoviedb.org/movie/613093-malnazidos
856,Pirates of the Caribbean: Dead Men Tell No Tales,66.0,"Adventure, Action, Fantasy",05/26/2017 ,2h 9m,Espen Sandberg,https://www.themoviedb.org/movie/166426-pirates-of-the-caribbean-dead-men-tell-no-tales
857,Legion,58.0,"Horror, Action, Fantasy",01/22/2010 ,1h 40m,Scott Stewart,https://www.themoviedb.org/movie/22894-legion
858,Exodus: Gods and Kings,58.0,"Adventure, Drama, Action",12/05/2014 ,2h 30m,Ridley Scott,https://www.themoviedb.org/movie/147441-exodus-gods-and-kings
859,Gone Girl,79.0,"Mystery, Thriller, Drama",10/31/2014 ,2h 29m,Courtenay Miles,https://www.themoviedb.org/movie/210577-gone-girl
860,Ninja Assassin,65.0,"Action, Thriller",09/29/2009 ,1h 39m,James McTeigue,https://www.themoviedb.org/movie/22832-ninja-assassin
861,Finch,80.0,"Science Fiction, Drama, Adventure",11/04/2021 ,1h 55m,Miguel Sapochnik,https://www.themoviedb.org/movie/522402-finch
862,Bound by Honor,81.0,"Crime, Action, Drama, Thriller",02/05/1993 ,3h 10m,Taylor Hackford,https://www.themoviedb.org/movie/9702-bound-by-honor
863,El gerente,82.0,Comedy,10/20/2022 ,1h 44m,Ariel Winograd,https://www.themoviedb.org/movie/931925-el-gerente
864,The Hurt Locker,73.0,"Drama, Thriller, War",04/09/2010 ,2h 11m,Kathryn Bigelow,https://www.themoviedb.org/movie/12162-the-hurt-locker
865,Star Wars: The Force Awakens,73.0,"Adventure, Action, Science Fiction, Fantasy",12/18/2015 ,2h 16m,Scott Owen,https://www.themoviedb.org/movie/140607-star-wars-the-force-awakens
866,Alice in Wonderland,66.0,"Family, Fantasy, Adventure",03/12/2010 ,1h 48m,Tim Burton,https://www.themoviedb.org/movie/12155-alice-in-wonderland
867,The Party at Kitty and Stud's,31.0,"Comedy, Drama",02/10/1970 ,1h 11m,Morton M. Lewis,https://www.themoviedb.org/movie/4255-the-party-at-kitty-and-stud-s
868,American Sniper,74.0,"War, Action",01/16/2015 ,2h 13m,Clint Eastwood,https://www.themoviedb.org/movie/190859-american-sniper
869,Pokémon the Movie: I Choose You!,70.0,"Family, Animation, Adventure, Fantasy",11/24/2017 ,1h 38m,Tetsuo Yajima,https://www.themoviedb.org/movie/436931
870,The Hunger Games: Catching Fire,74.0,"Adventure, Action, Science Fiction",12/06/2013 ,2h 26m,Francis Lawrence,https://www.themoviedb.org/movie/101299-the-hunger-games-catching-fire
871,Women in Fury,40.0,"Action, Drama",06/20/1985 ,1h 30m,Michele Massimo Tarantini,https://www.themoviedb.org/movie/39456-femmine-in-fuga
